,video_name,question,answer
19436,T3DSDybuBsU,"что случилось с человеком с луком и стрелами до того, как они выстрелили",оттянуть лук
19437,g7IZWqeyM20,что случилось со спортсменами после игры в мяч,Фото
19438,5ZmZr2bguy0,что происходит после поворота спортсмена,выбросить мяч
19439,cM67XJS7yM8,что случилось со спортсменами после победы в игре,радость
19440,aT5S8PcnlXo,"что произошло после того, как спортсмен ушел со стадиона",воспроизвести
19441,JNr0oI927ng,"что произошло перед тем, как спортсмен упал в воду",подпрыгнуть
19442,tJSF2GAp9TU,"что случилось со спортсменом в синем до того, как он приземлился",сальто
19443,--mFXNrRZ5E,"что случилось с игроками первой команды после того, как они попали",падать
19444,5bZ2FdbAKiQ,что стало со спортсменом на видео после того как он встал на бревно,начать работу
19445,cByxAZfw_hM,что случилось со спортсменом в зеленом после игры,радость
19446,KQvqRh1mY8c,что случилось со спортсменом в красном перед прыжком с шестом,подбежать
19447,5kBKAfEX7XA,что стало со спортсменом в красных штанах после того как он встал на брусья,гимнастика
19448,-C9mAKWi9Ho,что стало со спортсменом в белом после того как он ударил врага,отвали
19449,2j-DRUk2yCs,что произошло со зрителями после выступления спортсмена,аплодисменты
19450,2w7Fxoeo_Qk,что случилось со зрителями за вторым столкновением с шаром для боулинга,смех
19451,Cz2ut3p7nw0,"что случилось с ребенком до того, как она почистила зубы",взять зубную щетку
19452,iYxj8a1TPYk,что случилось с лысым человеком после его первой подачи,цель
19453,Vckc3ZOollk,"что случилось с лысым человеком до того, как блондинка сдала",чипсы
19454,5_UEjPqtnE0,"что случилось с мячом, когда ребенок получил его",положить на стол
19455,PJdE8Ui2eno,"Что случилось с бородатым человеком до того, как он начал заниматься скалолазанием",захватить веревку
19456,k42CKebiSLA,что случилось с человеком с бородой после того как узнал,поклон
19457,4bw6ocN0jGU,"Что случилось с птицей после того, как вышла собака",летать
19458,P5Sg_kACPRM,что случилось с человеком после начала,превзойти бегунов
19459,xfyoEDb6kVg,"что произошло до того, как черно-белый игрок с короткими рукавами ударил по мячу",пенальти
19460,5E42nKwv1xY,"что произошло после того, как девушки забили в черно-белой форме",радость
19461,tJLm2D4J3X0,что случилось со спортсменом перед прыжком в длину,подбежать
19462,MCsGSMze_6Q,"что случилось с человеком в черном галстуке до того, как он начал играть на пианино",чат
19463,VFOjLDa5VtA,что случилось с мальчиком в черном после его первой подачи,синее платье люди возвращаются
19464,VIjOP5ZBvHg,"Что случилось с черной собакой после того, как ее положили на землю",виляющий хвост
19465,IQvSj-3BGPo,"Что случилось с черной собакой до того, как он взял фрисби",бег
19466,swId_MFHywI,что случилось с черноволосым человеком до хип-хопа,объяснить детали
19467,N_o9Qp0FLVY,"что случилось с человеком с черными волосами до того, как он сбрил волосы на ногах",открытый занавес
19468,TDwSu2nfSXw,что случилось с человеком в черном после удара ногой по правой ноге,вращающееся тело
19469,deLpSUF1wio,"что случилось с человеком в черном после того, как он зажег огонь",курение
19470,uowNtTu74nA,"что случилось с человеком в черном после того, как пришли волны",серфинг
19471,0acEl97ZBME,"что случилось с человеком в черном перед тем, как он ушел",бумага порвалась пополам
19472,E50d5qFvzOI,"что случилось с человеком в черном до того, как он начал танцевать",говорить
19473,0acEl97ZBME,"что случилось с человеком в коричневом пальто до того, как пришел человек в черном пальто",курение
19474,thgW2RT30qQ,"что случилось с человеком в черном до того, как он бросил цепной шар",круг
19475,1xQTlp0hscs,"что произошло после того, как человек в черном показал свое творение",дисплей пигмент
19476,q-RNYziOHjE,"что происходит, когда человек в черном дует на волосы и хватает их четыре раза",поднимать волосы
19477,Q43BuVI2r-s,"что случилось с человеком в черном на коленях после того, как он взял нож",пластиковая пленка
19478,jQU4NYJzxco,"что случилось с человеком в черном, прежде чем он вынул бутылку из раковины",лить воду
19479,jDlF26-Uu2I,"что произошло до того, как темнокожий мужчина прыгнул",поднять руки
19480,_nTjmHQ0-gQ,что случилось с человеком в черном перед прыжком в длину,подбежать
19481,qtfFFPKya3Y,"что случилось с человеком в черном до того, как он бросил мяч",бегать
19482,Zzcj8Eea3Mc,что было после игры,победа
19483,hmT9H0IjiGs,что случилось с человеком после того как он выжал сок,налить в таз
19484,Z-UR8n33TWc,что случилось с человеком перед игрой,прогулка
19485,Us795clHJmw,"что случилось с повязкой на глазах до того, как он сыграл в игру",круг
19486,8NcRuVMSQLs,что случилось с блондинкой после первого прыжка,правая рука
19487,VFOpGMVouVg,что случилось с блондином за косой,связать веревкой
19488,VnBZR-yBLXA,"что случилось с блондином до того, как он почистил картошку",подобрать нож
19489,Tm1ebIrDyz0,"что случилось с блондином до того, как он высоко подпрыгнул",подбежать
19490,_n0cR3Oshxg,"что случилось с человеком в синем после того, как печенье закончилось",выпекать
19491,Qs0hIRhHPVM,"что произошло после того, как человек в синих штанах двадцать три раза ударил его левой ногой",удар правой ногой
19492,cvFFwMKFg7Q,"что случилось с человеком в сапоге до того, как он убрал листья",поднять грабли
19493,dJVTlZWqYOs,что было после боулинга,аплодировал
19494,L0QdLXym4F4,что случилось с мальчиком после того как человек в розовых штанах залез,подняться на бар
19495,C6DH4l7fop0,"что случилось, когда мальчик взял лопату",мобильный бисквит
19496,dZa5ir3baH4,что случилось с человеком в оранжевом после прыжка в длину,падать
19497,p74gAY-kWaY,"что происходит после того, как сцена отдана мальчику",позы
19498,6O8QXbjvYKs,"что произошло после того, как мальчик в черно-белой полосатой одежде бросил шар для боулинга",хлопать в ладоши
19499,wlYxVUJSJVI,"Что случилось с мальчиком в футболке с номером 10 после того, как он забил",бег
19500,9FJwDxnlW7Y,"что случилось с человеком в черном до того, как он сгреб снег",взять лопату
19501,CCL8kqQMCRw,"что произошло после того, как мальчик в розовом пошел к черному мальчику",оттолкнуть его
19502,jsfPXYQuikQ,"Что случилось с мальчиком в плавках перед тем, как он прыгнул в воду",Прыгать
19503,-ceM4HHukhE,"что случилось с мужчиной в черных шортах после того, как он сел",фиксированные ноги
19504,m7wfcL6YSMY,"Что случилось с мальчиком в одежде под номером 7 после того, как он забрал верблюда",улыбка
19505,6iTymXuGFhg,"что случилось с мальчиком после того, как он впервые замахнулся",вытолкнуть ребенка
19506,e6r-A-LAe2E,"что произошло после того, как желтый мальчик сыграл в футбол",бег
19507,e4ZTZDDFtYY,"что случилось с мужчиной в синем костюме после того, как он выстрелил",смех
19508,hiz0rH1bO7k,что случилось с мальчиком номер 10 перед подачей,сгибать
19509,kLpYpfT5bok,что случилось с косичком перед боем,на корточках
19510,IWHN3TD8mMQ,"что случилось с человеком с косами, прежде чем он сварил лапшу",горящая вода
19511,soeRPsbkfas,"что произошло до того, как человек с косой прыгнул",подбежать
19512,cWU5059m_1Q,"что произошло до того, как человек с косой прыгнул через скакалку",подготовка
19513,iuVi8QAWfCI,"что произошло до того, как человек с косой нарисовал ее",вытирать стул
19514,8Kj5Whf2JyA,"что произошло после того, как человек в коричневом бросил мяч",покинуть постель
19515,WQXoBfyUpaY,что случилось с брюнеткой после танца,обнимать партнера
19516,M8aDrPK7D94,Что случилось с банджи-джампером перед банджи-джампингом,глубокое дыхание
19517,buBtMl9SUNk,"что произошло, когда человек на видео увидел камеру",приветствовать
19518,tN8mcdcwCwc,"что случилось с котом на видео, когда он посмотрел вверх",лечь
19519,3WyJNIqDFQg,"что произошло после того, как мужчина на видео передвинул стул",высокое падение
19520,MduMjuxuIac,"что случилось с человеком после того, как он закончил черлидинг",аплодисменты
19521,CneLYCPg7Es,что случилось с ребенком после того как он почистил зубы,съесть сосок
19522,e5XATG2IK6Q,"что случилось с ребенком до того, как он вытер машину",смывание
19523,26qGsfI9tZ8,что случилось с ребенком перед слайдом,подниматься по лестнице
19524,dvzwVrZkDiI,"что произошло после того, как ребенок поел",улыбка
19525,7univ6G4RXA,что происходило с ребенком перед чисткой,встряхнуть тело
19526,MleQSQt6Utw,"Что случилось с мальчиком в синем до того, как он начал играть в песок?",лопата песок
19527,pHZogKGkc9o,что случилось с ребенком в красном после перерыва,машет рукой
19528,Q_kqplOxytU,"что произошло, когда ребенок на видео ушел в воду",плавание
19529,me4rMjlnTlI,что случилось с ребенком на видео после перетягивания каната,аплодисменты
19530,bFgXdHQnTtQ,"Что случилось с детьми на видео перед тем, как они станцевали",кричать
19531,c8LevTVQ5nk,"что случилось с ребенком на видео до того, как он заиграл",вынуть барабан
19532,9uitA8tmSfE,что случилось с китайскими игроками после погружения,круг
19533,at_ahUtnF9Q,"что произошло после того, как тренер объяснил это",тренироваться
19534,eChLCFAGyx0,"что случилось с дирижером до того, как он поставил музыку",поднять эстафетную палочку
19535,WUOiJOqrHlI,"Что случилось с костылями после того, как они сказали, что",оставлять
19536,4L0mci9CTPg,что случилось с танцором после танца,публика аплодировала
19537,bqv3vCT0T5s,что случилось с танцором после последнего круга,врущий
19538,1P_BTFhNZFo,"что случилось с танцором до того, как видео закончилось",махать рукой
19539,G3cINUdHdGo,что случилось с человеком с золотыми цепями на шее перед игрой в дартс,дротики на взлете
19540,VE-zu8cdL44,"что произошло после того, как собака-инвалид немного погуляла",Прыгать
19541,xww6n1FoJIM,"что случилось с экраном после того, как мужчина в костюме представил его",играть в новости
19542,ouqYXdtEuCI,что случилось с дайвером перед погружением,стоять на дайвере
19543,mnS-nMZne3I,"что произошло перед тем, как дайвер ушел в воду",педальный трамплин
19544,1JHqxhajh60,"что произошло после того, как хозяин облил собаку водой",собака клочья воды
19545,CZveW9zX0s8,что случилось с собакой до парикмахерской,Прими душ
19546,kTJDylL6pCU,"Что случилось с собакой до того, как она приняла ванну",стоять в ванне
19547,61sN9tqZHwk,что случилось с собакой до участия в конкурсе,заниматься моделированием
19548,FxGXQIH3-RQ,"что случилось с людьми на полигоне до того, как они дрессировали собак",общаться с собаками
19549,OKTxSQMS560,"что случилось с человеком на видео до того, как он побрил собаку",объяснять
19550,F3tKnLz9YyE,что случилось с собакой в ​​воде,кусать мяч
19551,3fg_CB3rBSk,что стало с куклой после того как ленточки вырвали,выбросить конфету
19552,qsTCTQo-wI8,"что происходит, когда бубенчик указывает на правый бубен",стук в барабаны
19553,6ZUHLsyJ6yo,"что произошло, когда барабанщик перестал бить в барабан",конец игры
19554,w--HmpjK-s8,"Что случилось с барабанщиком до того, как он ударил по барабану",настроить микрофон
19555,gh5di42-RJo,"что случилось с человеком, который носил красную одежду с короткими рукавами и стучал в десять барабанов",стук в гонг
19556,k8C1Jb_xvh0,что произошло после игры с гонками на слонах,тронутый слоном
19557,ZLXhlWhrkno,"что произошло после того, как в лося попала стрела",падать
19558,jmWtHelsblo,что было после окончания аэробики,расформировывать
19559,k9VKFjPYT3o,что случилось после подъема,хлопать в ладоши
19560,9_wuEvN2OnQ,"что произошло после того, как человек в солнечных очках закончил игру",поставить ракетку
19561,rt1kYX3slRI,что было после окончания гимнастики,левая рука
19562,DXIHbnyfNGA,что случилось в конце интернета,носить перчатки
19563,1VAugQRO05g,что было после парада,коллекция
19564,iPiP-7UwAa4,что было после шоу,вставать
19565,RAQs7EkXLtE,что случилось с толстяком после кружения,выбросить шелковый шарф
19566,Fde_qSwXRzY,что случилось с пожаром в бассейне,горящий бассейн
19567,cwQQj3VZLC8,что случилось с первым спортсменом на видео перед стартом,поощрять
19568,T8wY9ZQv8vQ,что случилось с первым спортсменом на последнем прыжке,падать
19569,sQZaEt-ssCs,что было в первом матче,расколоть
19570,0PnAEoMx-v0,"что происходит, когда верхняя половина руки начинается с шести струн",поставить 5 строку
19571,2i_rotAjuoE,"что случилось, когда первая лошадь бежала с барьерами",врезаться в ограждение
19572,ReOsTqcQBmY,"что случилось с первым человеком, который прыгнул через скакалку на видео после прыжка","изменить человека, чтобы прыгать"
19573,2PAVJbmj2lQ,"что случилось с первым стрелком до того, как он выстрелил",показать умение
19574,bru03d1k6DY,"что случилось с рыболовом перед тем, как поставить крючок",приманка
19575,AtUAYnNTniM,"что произошло после того, как выступающая девушка приземлилась в первый раз",взять скакалку
19576,jjuitTS2cuM,что случилось с девушкой после прогулки,ухабистая собака
19577,r10jGF9lQYM,"что случилось с девушкой до того, как она прикоснулась к рыбе",наблюдение
19578,c_NlYvL96y0,"что произошло после того, как девушка в черном встала на колени",рука об руку
19579,Zm32ORZly10,что случилось с девушкой в ​​голубом платье после начала перетягивания каната,назад
19580,CIJp-SG3sWE,что случилось с девушкой в ​​синем перед погружением,поднимите руки
19581,5g70tfGYWDk,"что случилось с девушкой в ​​синем перед тем, как поймать мяч",рэкет
19582,bWYIL4KG8kM,что случилось с девушкой в ​​черной жилетке после того как она получила мяч,бросать мяч
19583,dQs2-z3TIes,что случилось с девушкой в ​​платье после того как девушка в красном платье ушла,танец
19584,485Wn1DXt5U,"что случилось с девушкой на западе до того, как она крутила обруч",подобрать обруч
19585,KvscV2XxyTE,что случилось с девушкой в ​​трико после шоу на бревне,спрыгнуть вниз баланс дерева
19586,DXluU6_7OXQ,"Что случилось с девушкой в ​​фиолетовом до того, как она выпила",помешивать
19587,BV4zqyN8hLs,"что случилось с девушкой в ​​красных штанах перед тем, как она ушла в воду",надеть доску для серфинга
19588,CAa74sedG9A,"Что случилось с девушками в белом и черном после того, как они ударили по мячу",убегать
19589,TdZOfBHjU5g,что случилось с человеком в перчатке после того как он вытер стол,вытереть стол
19590,wMDyshGO2og,что случилось с вратарем после того как он увидел мяч,перехватывать
19591,goH-zdx5urM,что случилось с зеленым костюмом после одиннадцати действий,останавливаться
19592,f0rWFvJ7uTk,"что случилось с женщиной в зеленой куртке, когда она взяла мяч",за границами
19593,YIYZHQUOtnA,"что случилось с парнем с зеленой лентой перед тем, как он бросил мяч",наклон туловища вперед
19594,sV6NoTdFaPE,что случилось с зеленым человечком после последнего выстрела,мяч отсутствует
19595,sra0ywgWITo,"что случилось с зеленым человечком до того, как он выиграл финальный раунд",наемная убийца
19596,SEebwJMNMQs,"что случилось, когда зеленый человечек перестал играть на пианино в первый раз",смотреть направо
19597,r8ZIHLqFPfg,"Что случилось с седыми людьми до того, как они их носили",открытое веко
19598,H_xL4tssqEU,"что случилось с человеком в сером до того, как он надел шарф",вынуть шарф
19599,m1pNOYN-DoI,что случилось с парнем в сером костюме после того как он первый раз бросил мяч,брошенный в
19600,0kfJ7Lu4tvo,что случилось с серым комодом который поставил домкрат под стальную трубу,вращающаяся ручка
19601,zBtmE0BAjGE,"Что случилось с мужчиной в серой рубашке перед тем, как помыть раковину",спрей чистящее средство
19602,ul9kg5QdvJo,"что случилось с гостями до того, как они взяли мороженое",протянуть руку
19603,PLgcXxX3A2A,"что случилось с игроком под номером 40 после того, как мяч перелетел",уклоняться
19604,NbdAUGbrWrE,"что случилось с мужчиной в повязке после того, как он расчесал свои левые волосы",волосы справа
19605,eyWerZITH1Y,"что произошло после того, как спортсменка закончила гимнастику",поднять руку
19606,mHbsKzezfFQ,"что случилось с человеком, чьи волосы были пострижены до того, как они были пострижены",расчесывать волосы
19607,MbCIH5bay4Q,что случилось с полуголым парнем перед прыжком в высоту,начинать
19608,Gn7Ha7l1uOk,что случилось с человеком в шляпе после барабанной установки,положить барабан
19609,2w7Fxoeo_Qk,"что случилось с человеком в шлеме перед тем, как он ударил шар для боулинга во второй раз",разбитый
19610,4mRdgV8t4KY,"что произошло после того, как лошадь пошла",бег
19611,Vq2mQvMp_c4,"Что случилось с лошадью до того, как она пересекла реку",шагнуть в воду
19612,0z7qHOca3D4,"что случилось с лошадью на видео, когда она проходила по пляжу",оставлять следы
19613,DHfiz3MNbcc,что было когда в стакан положили лед,добавить вина
19614,A6DBt7UgWEg,"Что случилось с интервьюером до того, как он был допрошен",играть в бадминтон
19615,qwJhmfZKdNQ,"что случилось с мужчиной в джинсах до того, как он заговорил",скашивание растений
19616,kB0h-fHb_WU,что случилось с прыгуном перед летчиком,подпрыгнуть
19617,UOkpGU7NAag,"что случилось с пацаном в фиолетовой куртке до того, как он поднялся на ринг",кольцо захвата
19618,f025sQGYfJM,"что произошло, когда женщина в черных штанах встала",украшение дерева
19619,VqeeqABnpQk,"что случилось с женщиной на видео после того, как она села",быть подтянутым
19620,exzuzQLrv7g,"что происходит, когда левый игрок в мече, а правый игрок в мече",назад
19621,a2vaM_aRHv4,что произошло с жидкостью после окончания перемешивания,утолщение
19622,HB11MXjwvVo,"Что случилось с маленьким мальчиком после того, как пылесос ударился о стену",положить пылесос
19623,rMevLL0KHzc,"что случилось с маленьким мальчиком до того, как он поехал",подбодрить других
19624,5lre5zbUV1Q,"Что случилось с мальчиком на видео после того, как он вычистил раковину",сливной бассейн
19625,Kj2SF5bCxJ8,"что произошло, когда маленький мальчик закрыл две буханки хлеба",кетчуп в глазури
19626,ExNd4o46kao,"Что случилось с маленькой девочкой после того, как она нажала диск",пройти мимо
19627,anfZnOQGPk0,что случилось с маленькой девочкой после танца,Прыгать
19628,cGqmHplppAU,что случилось с маленькой девочкой перед купанием,снять пальто
19629,LxntXVcMxtc,что произошло перед выступлением маленькой девочки,лук лук
19630,uXX2lSVAXq8,"Что случилось с длинноволосыми людьми после того, как они прибили ногти",смотреть в зеркало
19631,7lv1VOxIng4,"Что случилось с длинноволосой девушкой после того, как она стерла тональную основу",румяна для губ
19632,8gKV8f3qSOg,"Что случилось с длинноволосой женщиной после того, как она вытерла лицо",улыбка
19633,2WzsyEvhPPI,что случилось с длинноволосым мужчиной после упаковки черного ящика,писать
19634,BIL1t2eQrDU,"что произошло после того, как мужчина объяснил в начале видео",женская демонстрация
19635,kXCtmH4V0TI,"что произошло после того, как этот человек закончил круг",брошенные мячи
19636,ktfxYSZjJyM,"что случилось с этим человеком после того, как он чуть не опрокинул парус",двигаться дальше
19637,OZftVCeblMk,что случилось с мужчиной после того как он помыл посуду,вытирая пятна от воды
19638,G4kjV4ulJzo,"что случилось с человеком после того, как собака пришла справа от него",потрогать щенка
19639,P0j0bBKsNAo,что произошло после первой демонстрации мужчины,переключение кадров
19640,AYhduTuI_zM,"что произошло после того, как мужчина сыграл на флейте",объяснять
19641,0IN40z63WAU,"что произошло до того, как мужчина ступил на беговую дорожку",регулировка высоты
19642,E0U3v4WLuEA,что случилось с мужчиной до загрузки руля,демонтаж и упаковка
19643,UYUvjnlU9Ho,"Что случилось с человеком в желтом перед тем, как он впервые ударил по мячу",свинг мяч
19644,cBCi-pOE5NQ,"Что случилось с мужчиной, который играл на саксофоне после того, как он схватил мундштук",выдох
19645,bVMxBXeYMr0,"что происходит, когда мужчина в сером расчесывает бороду",бритье
19646,VuEy38XdUgA,"что случилось с человеком в черном, когда он поднял шест",толкающий диск
19647,zm8gZpwZkRE,что случилось с человеком в черном после игры на скрипке,движение объектива
19648,w50et2-vEOQ,"Что случилось с человеком в черном после того, как он опустил лестницу",подняться на лодку
19649,DgdEQgh8TKU,"Что случилось с человеком в черном после того, как он убрал дрова",растопка дров
19650,3mlxwa9Ve5I,"что случилось с человеком в черном до того, как он побрился",мазок пены
19651,yVbzejdydrw,"что случилось с человеком в черном до того, как он фехтовал",упражняться
19652,5iIlhXLDsf8,"Что случилось с человеком в черном перед тем, как он пошел в спортзал",подготовить
19653,lx83HHNNrlc,"что случилось с человеком в черном, прежде чем он вымыл пол",мыть шваброй
19654,nrC41oAR-F0,"что произошло до того, как человек в черном высоко подпрыгнул",подбежать
19655,gY-TqRhcWY8,"что произошло, когда человек в черном засунул мяч в лунку",упасть
19656,6tzQ5-VBgVU,"что случилось с человеком в черных шортах, когда он наконец сел",курение
19657,CcMic7jNIuE,"Что случилось с человеком в синем после того, как он схватил штангу",подтянуть штангу
19658,WjX-xi2Ocbo,"Что случилось с человеком в синем после того, как он поймал корову",спрыгнуть с лошади
19659,TfIGKODkpPY,"Что случилось с человеком в синем после того, как он запустил воздушного змея",тянуть веревку
19660,cGNkR-JvaJs,что случилось с человеком в синем после гола,отбить мяч
19661,POhazPPwHhQ,"Что случилось с человеком в синем после того, как он прошел по канату",спрыгнуть с веревки
19662,nJMS8jN3uU4,"Что случилось с человеком в синем после того, как он нашел мяч",бросать мяч
19663,pp_J6AzUu4s,"что произошло, когда человек в синем поставил тазик на стол",нарезать оливки
19664,ODblEia5mcI,"Что случилось с человеком в синем после того, как он разобрал машину",загрузить машину
19665,yzmPtZyuo4s,что случилось с человеком в синем после того как он повернул ручку,подбежать
19666,WhYyvKiwLc8,"что случилось с человеком в синем, стоящим за стеной",краска для волос
19667,dXLhYjRSNcs,"что случилось с человеком в оранжевых штанах, прежде чем он закончил брусья",листать
19668,hnwZmUR1FUw,"что случилось с человеком в комнате, который был одет в зеленое, когда он согнул талию",коснуться лица
19669,QeIsJBPG8EM,"что случилось с человеком в черной куртке после того, как он получил мяч",результативная сетка
19670,otrk9uW9UjU,"что случилось с человеком в черной куртке до того, как он заговорил",сидеть
19671,uBkJa679ffE,"что случилось с человеком в черной куртке до того, как она надела зрачок",подобрать линзы
19672,k3yRK68SEDE,"что случилось с человеком в черной куртке после того, как он сломал себе запястье",стучать по столу
19673,Qp_zbvHLwLk,"что случилось с человеком в черной куртке перед тем, как заговорить",косить траву
19674,dPdeb0SgIw8,"что произошло после того, как мужчина в черном костюме закончил говорить",напиток
19675,lSX_yj2ohls,"что произошло до того, как человек в синем бросил мяч",цель
19676,dB4SbhaQQV8,"что произошло до того, как человек в синей куртке побежал",играть в футбол
19677,ResZdSbk9kE,что случилось с человеком в синей шляпе после поворота,весло
19678,EU-IdUKbLSg,что случилось с человеком в синей шляпе перед голом,ударять
19679,K757XUwinrc,"что случилось с человеком в синем пальто до того, как он причесался",аккуратные волосы
19680,ofrkSTRhCE4,"что случилось с человеком в синей куртке до того, как он заговорил",бегать
19681,legHHtPK5fA,"что случилось с человеком в сапоге после того, как он бросил дротики",подобрать дартс
19682,PuylbPlzbH0,"что случилось с человеком в пальто после того, как он сыграл на пианино",публика аплодировала
19683,Q7eK0xT6VSQ,что случилось с человеком в серой куртке после того как он снял шину,надеть новый
19684,sGTDKZuG1vE,"что случилось с человеком в серой куртке до того, как он вытер раковину",подобрать тряпку
19685,xMQcYD044z4,"Что случилось с человеком с лентой до того, как он поднял вес",глубокое дыхание
19686,9hR1MHvXGv8,"что случилось с человеком в шляпе, когда он сел в машину",закрытая дверь
19687,iF9jetQ7OTE,"что случилось с человеком в шляпе после того, как он вдохнул дым",курение
19688,f119wB0sj0w,"что случилось с человеком в шляпе после того, как он замахнулся битой",ударять
19689,iJzt1rvGiOc,"что произошло после того, как мужчина в шляпе помыл ботинки",сухой воздух
19690,IPehEfMBLM0,"что произошло до того, как человек в шляпе собрал дрова",поднять топор
19691,ydJsJgdaEq4,что случилось с человеком в шапке до того как он помыл стекло,инструмент введения
19692,eD2SW7ibzmM,"что случилось с человеком в шляпе до того, как он станцевал",речь
19693,f9eW4rFQG-A,что случилось с человеком в шляпе перед погружением,ловит рыбу
19694,73zt29iKyL4,"что случилось с человеком в шляпе до того, как он пошел на рыбалку",дыра во льду
19695,byO53jHoAwI,"что произошло до того, как человек в шляпе начал играть",инструмент с зажимом
19696,jkWqhnD8hyQ,"что случилось с человеком в шляпе до того, как он взял краску",разобрать шкаф
19697,WwwfCw1dYlg,что случилось с человеком в шапке перед купанием,прыгать в воду
19698,KqOLTkf5ujs,"что произошло до того, как человек в шляпе заговорил",у стены
19699,sX8Rr1o4XWM,"что произошло до того, как человек в шляпе вытер пластырь",мешок для разборки
19700,66BGqvwHbUw,"что случилось с человеком в куртке до того, как он представил гитару",прогулка
19701,EKyV_WFsJH0,"что случилось с человеком в майке до того, как он начал играть в баскетбол",снимать
19702,f4k-dKaEZog,"что случилось, когда человек в куртке номер 12 выбежал",играть в мяч
19703,xPnNcv7ErXk,что случилось с человеком в розовой рубашке после игры в ладдер,волна
19704,qRT0Z6Sz_Ck,"что случилось с человеком в клетчатой ​​куртке до того, как он снял видео",забрать камеру
19705,XPcBV3UatRI,"что случилось с человеком в розовом пальто после того, как он обрызгал ткань",подобрать железо
19706,Uo9q4riquHM,"что случилось с человеком в плаще перед тем, как он косил газон",прополка машина
19707,xm01x3C3RJo,"что случилось с человеком в красном пальто до того, как он выкупал собаку",прикоснуться к собаке
19708,otGlbzsPIi0,"что случилось с человеком в красном пальто до того, как он поджарил яичницу",подобрать яйцо
19709,OqajYZVt1Wc,что случилось с человеком в красной куртке после того как он связал шарф,подобрать шарф
19710,XOUyGnr6iTM,что случилось с человеком в красной куртке после сквоша,открытая дверь
19711,IFgEjS97Pmw,что случилось с человеком в красном жилете стоящим на педалях,сидеть в педали
19712,LxLvhGHwca8,"что случилось с человеком в шарфе до того, как он прыгнул",идти медленно
19713,Oyi0X-rwUg8,"что случилось с человеком в шортах перед тем, как он упал",задерживать противника
19714,p9yq0kAqGU4,что случилось с человеком в соломенной шляпе после перетягивания каната,хлопать в ладоши
19715,-eCMRApm6n4,"что случилось с человеком в соломенной шляпе, прежде чем он сделал сок",играть на гитаре
19716,6SWx37_Byzs,"что случилось с мужчиной на видео до того, как он обернулся",надеть шляпу
19717,HrBa_UraJvc,"Что случилось с мужчиной на видео до того, как его вырвало",водопоглощающий дым
19718,DgVo1IAVrDM,"что произошло перед тем, как мужчина в желтой куртке отправился в путь",педали на ногах
19719,S9KUHyvFuGc,"Что случилось с мужчиной в белом халате до того, как он поймал корову",брошенная веревка
19720,omuYi2Vhgjo,"что случилось с человеком в белом халате до того, как он начал играть на пианино",чат
19721,DIF8qouivIU,"что случилось с человеком в белом до того, как он фехтовал",чат
19722,qkN9uA8izVE,"что случилось с человеком в белой куртке после того, как он сломал запястье",сложить
19723,Ke29p3rcs1k,"что случилось с человеком в белом халате до того, как он натер стол воском",подобрать восковую машину
19724,GbvZWitR2_g,"что случилось с человеком в белом халате до того, как он запустил воздушного змея",тянуть веревку
